Id,OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
1650,4,864,1,1,0,2.0,60.0,1,1970,0,3,0,0,0,0,0,0,0,5,1,726.0,0,0,0,0,0,0,1,0,0
1651,4,864,1,1,0,2.0,60.0,1,1971,0,4,0,0,0,1,0,0,0,5,1,240.0,0,0,0,0,0,0,1,0,0
1652,6,987,0,1,1,1.0,21.0,1,1973,0,3,0,0,504,0,0,0,0,5,1,254.0,0,0,0,0,0,0,1,0,0
1653,6,987,0,2,1,1.0,21.0,1,1972,0,3,0,0,504,0,0,0,0,5,1,110.0,0,0,0,0,0,0,1,0,0
1654,6,1548,1,1,0,2.0,24.0,1,1976,0,3,0,0,744,0,0,0,0,7,1,306.0,0,0,0,0,0,0,1,0,0
1655,7,1055,1,2,0,2.0,24.0,1,1975,0,3,0,0,0,0,0,0,0,4,1,435.0,0,0,0,0,27,0,1,0,0
1656,6,1456,1,1,0,2.0,24.0,1,1977,0,3,0,0,601,0,0,0,0,6,1,389.0,0,0,0,0,28,0,1,0,0
1657,6,1548,1,1,0,2.0,24.0,1,1978,0,3,0,0,744,0,0,0,0,7,1,320.0,0,0,0,0,0,0,1,0,0
1658,6,1456,1,1,0,2.0,24.0,1,1978,0,3,0,0,601,0,0,0,0,6,1,279.0,0,0,0,0,0,0,1,0,0
1659,7,836,1,1,0,1.0,24.0,1,1976,0,3,0,0,0,0,0,0,0,5,1,536.0,0,0,0,0,20,0,1,0,0
1660,5,1120,1,1,0,2.0,0.0,0,1966,0,3,0,0,0,0,0,1,0,5,1,644.0,0,0,0,0,162,0,1,0,0
1661,9,2772,1,1,0,3.0,110.0,1,2007,0,3,0,1,978,0,0,1,0,10,1,1360.0,0,0,0,0,64,0,1,0,0
1662,9,2690,1,1,0,3.0,95.0,1,2009,0,3,0,0,1325,0,0,1,0,8,1,986.0,0,0,0,0,197,0,1,0,0
1663,9,2020,1,1,0,3.0,95.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,1232.0,0,0,0,0,98,0,1,0,0
1664,10,2674,1,1,0,3.0,105.0,1,2007,0,3,0,0,0,0,0,1,0,8,0,2288.0,1,0,0,0,50,0,1,0,0
1665,9,1736,1,1,0,3.0,95.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,0.0,0,0,0,0,90,0,1,0,0
1666,8,1782,1,1,0,3.0,129.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,1531.0,0,1,0,0,82,0,1,0,0
1667,8,2520,1,1,0,3.0,59.0,1,2007,0,3,0,0,1012,0,0,1,0,10,1,1230.0,0,0,0,0,273,0,1,0,0
1668,9,1743,1,1,0,3.0,87.0,1,2008,0,3,0,0,0,0,0,1,0,8,1,1015.0,0,0,0,0,45,0,1,0,0
1669,9,1531,1,1,0,3.0,77.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,1037.0,0,0,0,0,52,0,1,0,0
1670,9,1808,1,1,0,3.0,102.0,1,2008,0,3,0,0,0,0,0,1,0,7,1,1142.0,0,0,0,0,26,0,1,0,0
1671,7,1760,1,1,0,2.0,90.0,1,2003,0,3,0,0,0,0,0,1,0,8,1,1262.0,0,0,0,0,190,0,1,0,0
1672,9,2452,1,1,0,3.0,110.0,1,2003,0,3,0,0,0,0,0,1,0,10,1,1972.0,0,0,0,0,116,0,1,0,0
1673,8,2400,1,1,0,3.0,96.0,1,2003,0,3,0,0,1295,0,0,1,0,10,1,0.0,0,0,0,0,40,0,1,0,0
1674,8,1606,1,1,0,3.0,70.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,60,0,1,0,0
1675,6,1358,1,1,0,2.0,47.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,836.0,0,0,0,0,36,0,1,0,0
1676,6,1306,1,1,0,2.0,34.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,881.0,0,0,0,0,63,0,1,0,0
1677,7,1358,1,1,0,2.0,80.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,876.0,0,0,0,0,26,0,1,0,0
1678,10,2492,1,1,0,3.0,100.0,1,2004,0,3,0,0,0,0,0,1,0,8,1,2146.0,0,0,0,0,235,0,1,0,0
1679,8,2200,1,1,0,3.0,117.0,1,2003,0,3,0,0,0,0,0,1,0,8,1,1557.0,0,0,0,0,55,0,1,0,0
1680,9,1884,1,1,0,2.0,44.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,800.0,0,0,0,0,90,0,1,0,0
1681,9,1456,1,1,0,2.0,48.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,42,0,1,0,0
1682,8,1712,1,1,0,3.0,129.0,1,2002,0,3,0,0,0,0,0,1,0,8,1,1196.0,0,0,0,0,183,0,1,0,0
1683,7,1405,1,1,0,2.0,48.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,36,0,1,0,0
1684,7,1456,1,1,0,2.0,63.0,1,2005,0,3,0,0,728,0,0,1,0,8,1,0.0,0,0,0,0,0,0,1,1,0
1685,6,1490,1,1,0,2.0,57.0,1,2005,0,3,0,0,745,0,0,1,0,7,1,0.0,0,0,0,0,20,0,1,1,0
1686,7,1220,1,1,0,2.0,43.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,16.0,0,0,0,0,16,0,1,0,0
1687,7,1374,1,1,0,2.0,59.0,1,2004,0,3,0,0,630,0,0,1,0,6,1,0.0,0,0,0,0,0,0,1,1,0
1688,7,1630,1,1,0,2.0,62.0,1,2004,0,3,0,0,762,0,0,1,0,7,1,0.0,0,0,0,0,48,0,1,1,0
1689,7,1594,1,1,0,2.0,61.0,1,2004,0,3,0,0,748,0,0,1,0,7,1,0.0,0,0,0,0,48,0,1,1,0
1690,7,1489,1,1,0,2.0,0.0,1,2003,0,3,0,0,683,0,0,1,0,8,1,652.0,0,0,0,0,75,0,1,1,0
1691,7,1342,1,1,0,2.0,0.0,1,2003,0,3,0,0,644,0,0,1,0,7,1,494.0,0,0,0,0,56,0,1,1,0
1692,8,2004,1,1,0,3.0,0.0,1,2002,0,3,0,0,1126,0,0,1,0,8,1,651.0,0,0,0,0,48,0,1,1,0
1693,7,1374,1,3,0,2.0,61.0,1,2004,0,3,0,0,630,0,0,1,0,7,1,241.0,0,0,0,0,0,0,1,1,0
1694,6,1514,1,1,0,2.0,42.0,1,2000,0,3,0,0,695,0,0,1,0,7,1,683.0,0,0,0,0,72,0,1,1,0
1695,7,1430,1,1,0,2.0,62.0,1,1999,0,3,0,0,656,0,0,1,0,7,1,0.0,0,0,0,0,0,0,1,1,0
1696,7,2312,1,1,0,3.0,0.0,1,1999,0,3,0,0,1089,0,0,1,0,8,1,913.0,0,0,0,0,0,0,1,1,1
1697,7,1430,1,1,0,2.0,64.0,1,1999,0,3,0,0,656,0,0,1,0,7,1,0.0,0,0,0,0,0,0,1,1,0
1698,8,2687,1,1,0,3.0,106.0,1,2000,0,3,0,0,1221,0,0,1,0,10,1,1173.0,0,0,0,0,30,0,1,0,0
1699,8,2063,1,6,0,3.0,0.0,1,1994,0,3,0,0,0,0,0,1,0,7,1,236.0,0,0,0,0,56,0,1,0,0
1700,7,2061,1,1,0,2.0,79.0,1,1995,0,3,0,0,967,0,0,1,0,7,1,816.0,0,0,0,0,102,0,1,0,0
1701,8,2232,1,1,0,2.0,0.0,1,1993,0,3,0,0,1017,0,0,1,0,8,1,624.0,0,0,0,0,165,0,1,0,0
1702,8,1696,1,1,0,3.0,86.0,1,2008,0,3,0,1,0,0,0,1,0,7,1,0.0,0,0,0,0,56,0,1,0,0
1703,8,1658,1,1,0,3.0,78.0,1,2008,0,3,0,1,0,0,0,1,0,7,1,0.0,0,0,0,0,44,0,1,0,0
1704,8,1702,1,1,0,3.0,85.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1294.0,0,0,0,0,69,0,1,0,0
1705,8,1432,1,1,0,2.0,76.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,379.0,0,0,0,0,50,0,1,0,0
1706,9,2490,1,1,0,3.0,85.0,1,2005,0,3,0,1,0,0,0,1,0,9,0,2158.0,0,0,0,0,226,0,1,0,0
1707,7,1436,0,1,0,2.0,90.0,1,2008,0,3,0,0,0,0,0,1,1,6,1,0.0,0,0,0,0,121,0,1,0,0
1708,7,1402,0,1,0,2.0,72.0,1,2008,0,3,0,0,0,0,0,1,1,7,1,0.0,0,0,0,0,126,0,1,0,0
1709,9,1530,0,1,0,3.0,112.0,1,2007,0,3,0,0,0,0,0,1,1,7,1,0.0,0,0,0,0,136,0,1,0,0
1710,8,1448,0,1,0,2.0,75.0,1,2006,0,3,0,0,0,0,0,1,1,6,1,24.0,0,0,0,0,140,0,1,0,0
1711,8,1795,0,1,0,3.0,84.0,1,2006,0,3,0,0,886,0,0,1,1,8,1,682.0,0,0,0,0,45,0,1,0,0
1712,8,1836,0,1,0,2.0,65.0,1,2008,0,3,0,0,0,0,0,1,1,8,1,0.0,0,0,0,0,175,0,1,0,0
1713,7,1662,0,1,0,3.0,85.0,1,2006,0,3,0,0,0,0,0,1,1,8,1,1430.0,0,0,0,0,120,0,1,0,0
1714,7,1553,0,5,0,2.0,68.0,1,2003,0,3,0,0,0,0,0,1,1,6,1,771.0,0,0,0,0,88,0,1,0,0
1715,7,1653,0,1,0,2.0,65.0,1,2003,0,3,0,0,841,0,0,1,1,6,1,410.0,0,0,0,0,45,0,1,0,0
1716,7,1218,1,1,0,2.0,80.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,178,0,1,0,0
1717,7,1141,1,1,0,2.0,63.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,54.0,0,0,0,0,0,0,1,0,0
1718,6,1158,1,1,0,0.0,63.0,1,2004,0,3,0,0,0,0,0,1,0,5,1,0.0,0,0,0,0,50,0,1,0,0
1719,7,1812,1,1,0,2.0,96.0,1,2004,0,3,0,0,941,0,0,1,0,8,1,0.0,0,0,0,0,91,0,1,0,0
1720,8,1512,1,3,0,3.0,76.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,516.0,0,0,0,0,36,0,1,0,0
1721,7,1114,1,1,0,2.0,63.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,102,0,1,0,0
1722,5,1114,1,1,0,0.0,63.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,39,0,1,0,0
1723,5,1114,1,1,0,2.0,60.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,836.0,0,0,0,0,42,0,1,0,0
1724,7,1450,1,1,0,3.0,61.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0.0,0,0,0,0,93,0,1,0,0
1725,7,2122,1,1,0,2.0,43.0,1,1996,0,3,0,0,1209,0,0,1,0,8,1,637.0,0,0,0,0,74,0,1,0,0
1726,6,1730,1,3,0,2.0,70.0,1,1992,0,4,0,0,897,0,0,1,0,6,1,52.0,0,0,0,0,91,0,1,0,0
1727,6,1332,1,1,0,2.0,50.0,1,1990,0,3,0,0,0,0,0,1,0,5,1,0.0,0,0,0,0,60,0,1,0,0
1728,7,1540,1,6,0,2.0,70.0,1,1994,0,3,0,0,786,0,0,1,0,6,1,36.0,0,0,0,0,32,0,1,0,0
1729,6,1400,1,1,0,2.0,0.0,1,1986,0,4,0,0,702,0,0,0,0,6,1,331.0,0,0,0,0,48,0,1,0,0
1730,6,1882,1,0,0,2.0,75.0,1,1981,0,3,0,0,918,0,0,0,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1731,5,980,1,4,0,2.0,63.0,1,1962,0,3,0,0,0,0,0,0,0,5,1,68.0,0,0,0,0,28,0,1,0,0
1732,5,864,1,1,0,2.0,0.0,1,1961,0,3,0,0,0,0,0,0,0,5,1,660.0,0,0,0,0,312,0,1,0,0
1733,5,864,1,1,0,1.0,0.0,1,1961,0,3,0,0,0,0,0,0,0,5,1,864.0,0,0,0,0,0,0,1,0,0
1734,5,1020,1,1,0,1.0,0.0,1,1965,0,3,0,0,0,0,0,0,0,5,1,544.0,0,0,0,0,0,0,1,0,0
1735,5,912,1,1,0,1.0,0.0,1,1963,0,4,0,0,0,1,0,0,0,6,1,624.0,0,0,0,0,0,0,1,0,0
1736,5,912,1,4,0,1.0,65.0,1,1962,0,3,0,0,0,0,0,0,0,6,1,140.0,0,0,0,0,0,0,1,0,0
1737,8,2014,1,3,0,3.0,0.0,1,1980,0,4,0,0,0,0,0,0,0,6,1,1733.0,0,0,0,0,0,0,1,0,0
1738,7,1755,1,5,0,2.0,0.0,1,1991,0,4,0,0,780,0,0,1,0,7,1,601.0,0,0,0,0,60,0,1,0,0
1739,7,3005,0,1,0,3.0,32.0,1,2004,0,3,0,0,1629,0,0,1,1,9,1,0.0,0,0,0,0,177,0,1,0,0
1740,6,1726,0,1,0,2.0,0.0,1,2008,0,3,0,0,0,0,0,1,1,6,1,0.0,0,0,0,0,254,0,1,0,0
1741,6,1256,0,1,0,2.0,0.0,1,2008,0,3,0,0,0,0,0,1,1,5,1,962.0,0,0,0,0,169,0,1,0,0
1742,6,1512,0,1,0,2.0,34.0,1,2000,0,3,0,0,756,0,0,1,1,4,1,507.0,0,0,0,0,32,0,1,0,0
1743,7,1452,0,1,0,2.0,35.0,1,1999,0,3,0,0,739,0,0,1,1,6,1,549.0,0,0,0,0,34,0,1,0,0
1744,8,1694,1,5,0,2.0,0.0,1,1977,0,5,0,0,0,0,0,0,0,5,1,1252.0,0,0,0,0,120,0,1,0,0
1745,7,1740,1,1,0,2.0,110.0,1,1981,0,3,0,0,0,0,0,0,0,7,1,121.0,0,0,0,0,20,0,1,0,0
1746,8,2499,1,1,0,2.0,80.0,1,1976,0,4,0,0,1012,0,0,0,0,5,1,0.0,0,0,0,0,64,0,1,0,0
1747,7,2067,1,2,0,2.0,0.0,1,1974,0,3,0,1,782,0,0,0,0,7,1,560.0,0,0,0,0,40,0,1,0,0
1748,6,2640,1,1,0,2.0,80.0,1,1967,0,3,0,0,1369,0,0,1,0,8,1,0.0,0,0,0,0,120,0,1,0,0
1749,5,1336,1,3,0,2.0,80.0,0,1969,0,3,0,0,0,0,0,0,0,6,1,553.0,0,0,0,0,11,0,1,0,0
1750,6,1216,1,1,0,1.0,75.0,1,1969,0,3,0,0,0,0,0,0,0,5,1,955.0,0,0,0,0,0,0,1,0,0
1751,7,2288,1,1,0,2.0,0.0,1,1977,0,4,0,0,972,0,0,1,0,8,1,432.0,0,0,0,0,72,0,1,0,0
1752,5,864,1,1,0,1.0,62.0,1,1967,0,3,0,0,0,0,0,1,0,5,1,648.0,0,0,0,0,0,0,1,0,0
1753,5,1568,1,1,0,2.0,80.0,1,1967,0,3,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,40,0,1,0,0
1754,7,2061,1,1,0,2.0,80.0,1,1974,0,3,0,0,896,0,0,0,0,8,1,698.0,0,0,0,0,77,0,1,0,0
1755,6,1320,1,1,0,2.0,0.0,1,1971,0,3,0,0,0,0,0,0,0,5,1,962.0,0,0,0,0,20,0,1,0,0
1756,4,894,1,1,0,2.0,60.0,1,1960,0,3,0,0,0,1,0,0,0,5,1,734.0,0,0,0,0,0,0,1,0,0
1757,5,864,1,1,0,1.0,65.0,1,1959,0,3,0,0,0,0,0,0,0,5,1,403.0,0,0,0,0,0,0,1,0,0
1758,4,1362,1,1,0,3.0,0.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,775.0,0,0,0,0,0,0,1,0,0
1759,5,1728,1,2,0,2.0,0.0,1,1956,0,4,0,0,0,0,0,0,0,7,1,625.0,0,0,0,0,99,0,1,0,0
1760,5,1313,1,4,0,2.0,85.0,1,1961,0,3,0,0,0,0,0,0,0,6,1,310.0,0,0,0,0,28,0,1,0,0
1761,5,1292,1,1,0,2.0,115.0,1,1964,0,4,0,0,0,0,0,0,0,6,1,998.0,0,0,0,0,32,0,1,0,0
1762,5,2140,1,1,0,2.0,0.0,1,1965,0,4,0,0,1315,0,0,0,0,7,1,388.0,0,0,0,0,40,0,1,0,0
1763,6,1576,1,1,0,2.0,85.0,1,1961,0,3,0,0,0,0,0,0,0,7,1,568.0,0,0,0,0,0,0,1,0,0
1764,5,960,1,5,0,1.0,68.0,1,1955,0,3,0,0,0,0,0,0,0,5,1,100.0,0,0,0,0,70,0,1,0,0
1765,6,1691,1,1,0,2.0,90.0,1,1967,0,3,0,0,0,0,0,0,0,5,1,1173.0,0,0,0,0,67,0,1,0,0
1766,6,1453,1,1,0,2.0,92.0,1,1961,0,3,0,0,0,0,0,0,0,6,1,1312.0,0,0,0,0,49,0,1,0,0
1767,6,1567,1,1,0,2.0,80.0,1,1966,0,4,0,0,0,1,0,0,0,5,1,1387.0,0,0,0,0,110,0,1,0,0
1768,5,1144,1,1,0,1.0,73.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,856.0,0,0,0,0,0,0,1,0,0
1769,7,1329,1,1,0,2.0,0.0,1,1960,0,3,0,0,0,0,0,0,0,5,1,544.0,0,0,0,0,0,0,1,0,0
1770,6,988,1,1,0,1.0,66.0,1,1959,0,3,0,0,0,0,0,0,0,6,1,708.0,0,0,0,0,0,0,1,0,0
1771,5,1202,1,4,0,1.0,70.0,1,1956,0,3,0,0,0,1,0,0,0,6,1,435.0,0,0,0,0,35,0,1,0,0
1772,5,1382,1,2,0,1.0,70.0,1,1955,0,3,0,0,0,1,0,0,0,6,1,172.0,0,0,0,0,0,1,0,0,0
1773,4,1200,1,2,0,1.0,80.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,155.0,0,0,0,0,189,0,1,0,0
1774,5,1866,1,1,0,2.0,76.0,1,1958,0,3,0,0,0,0,0,1,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1775,6,1062,1,1,0,1.0,53.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,490.0,0,0,0,0,0,0,1,0,0
1776,5,1112,1,1,0,2.0,67.0,1,1951,0,3,0,0,0,0,0,0,0,5,1,308.0,0,0,0,0,0,1,0,0,0
1777,5,793,1,1,0,1.0,80.0,1,1945,0,4,0,0,0,0,0,0,0,4,1,700.0,0,0,0,0,0,0,1,0,0
1778,5,1031,1,1,0,1.0,60.0,1,1952,0,3,0,0,0,0,0,0,0,5,1,931.0,0,0,0,0,0,0,1,0,0
1779,5,1210,1,0,0,1.0,75.0,1,1953,0,3,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,1,0,0,0
1780,7,1527,1,1,0,2.0,78.0,1,1948,1,3,0,0,726,1,0,0,0,6,1,699.0,0,0,0,0,0,1,0,0,0
1781,5,1200,1,1,0,1.0,60.0,1,1950,0,3,0,0,0,1,0,0,0,6,1,390.0,0,0,0,0,0,0,1,0,0
1782,3,792,1,1,0,1.0,53.0,1,1958,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,90,1,0,0,0
1783,5,1352,1,1,0,2.0,60.0,1,1939,0,4,0,0,676,0,0,0,0,7,1,0.0,0,0,1,0,0,0,1,0,0
1784,4,1039,1,1,0,1.0,80.0,1,1900,0,4,0,0,322,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
1785,5,1078,1,1,0,1.0,60.0,1,1925,0,3,0,0,0,1,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
1786,4,2377,1,1,0,2.0,60.0,1,1915,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,1,0,0,0,1,0,0
1787,7,1690,1,1,0,2.0,60.0,1,1910,1,4,0,0,760,0,0,1,0,5,1,0.0,0,0,0,0,0,0,1,0,0
1788,2,599,1,1,0,0.0,90.0,1,1940,1,3,0,0,0,0,0,1,0,4,1,0.0,0,0,0,1,81,1,0,0,0
1789,5,846,1,1,0,2.0,60.0,1,1920,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,1,1,0,0,1,0,0
1790,3,725,1,1,0,1.0,60.0,1,1890,0,3,0,0,0,0,0,0,0,4,1,0.0,0,0,1,0,30,1,0,0,0
1791,6,2544,1,1,0,3.0,81.0,1,1969,1,3,0,0,1296,0,0,0,0,12,1,0.0,0,0,0,0,0,0,1,0,0
1792,6,1380,1,1,0,1.0,83.0,1,1963,0,3,0,0,0,1,0,0,0,6,1,384.0,0,0,0,0,0,0,1,0,0
1793,6,1040,1,3,0,2.0,77.0,1,1967,0,3,0,0,0,0,0,0,0,6,1,872.0,0,0,0,0,0,0,1,0,0
1794,6,951,1,1,0,2.0,62.0,0,1958,0,4,0,0,0,0,0,0,0,6,1,745.0,0,0,0,0,0,0,1,0,0
1795,6,1105,1,1,0,1.0,90.0,1,1957,0,3,0,0,0,0,0,0,0,5,1,546.0,0,0,0,0,0,1,0,0,0
1796,6,1142,1,1,0,1.0,80.0,1,1958,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,28,0,1,0,0
1797,6,1133,1,1,0,2.0,60.0,1,1950,1,3,0,0,368,0,0,0,0,5,1,621.0,0,0,0,1,0,0,1,0,0
1798,5,1041,1,1,0,1.0,71.0,1,1958,0,3,0,0,0,1,0,0,0,6,1,0.0,0,0,0,0,0,0,1,0,0
1799,5,732,1,4,0,1.0,60.0,1,1952,0,4,0,0,0,0,0,0,0,4,1,630.0,0,0,0,0,68,0,1,0,0
1800,5,1183,1,3,0,1.0,80.0,1,1959,0,3,0,0,0,1,0,0,0,6,1,433.0,0,0,0,0,0,0,1,0,0
1801,4,1461,1,1,0,1.0,60.0,1,1949,1,3,0,0,629,0,0,0,0,6,1,0.0,0,0,0,0,204,0,0,0,0
1802,6,1495,1,1,0,2.0,60.0,1,1948,1,3,0,0,0,0,0,0,0,6,1,120.0,0,0,0,0,36,0,1,0,0
1803,6,1806,1,1,0,2.0,76.0,1,1964,0,3,0,0,813,0,0,0,0,8,1,0.0,0,0,0,0,55,0,1,0,0
1804,5,941,1,1,0,2.0,75.0,1,1978,0,4,0,0,0,0,0,0,0,4,1,941.0,0,0,0,0,40,0,1,0,0
1805,6,1045,1,1,0,1.0,80.0,1,1963,0,3,0,0,0,0,0,0,0,6,1,826.0,0,0,0,0,0,0,1,0,0
1806,6,1378,0,1,1,1.0,68.0,1,1935,0,3,0,0,517,0,0,1,0,6,1,0.0,0,0,0,0,0,0,1,0,0
1807,6,1944,0,1,1,2.0,57.0,1,1910,0,3,0,0,972,0,0,0,0,12,1,633.0,0,0,0,1,28,1,0,0,0
1808,5,1306,0,1,1,2.0,90.0,1,1910,0,4,0,0,496,0,0,0,0,6,1,0.0,0,0,0,0,0,0,1,0,0
1809,5,1464,0,1,1,0.0,90.0,1,1910,0,3,0,0,700,0,0,0,0,7,1,0.0,0,0,0,0,0,0,1,0,0
1810,5,1558,0,1,1,2.0,57.0,1,1939,0,3,0,0,690,0,0,0,0,7,1,421.0,0,0,1,0,36,1,0,0,0
1811,4,1701,0,1,1,0.0,63.0,1,1920,1,3,0,0,600,0,0,0,0,8,1,0.0,0,0,1,1,0,0,1,0,0
1812,5,1447,0,1,1,0.0,56.0,1,1910,0,3,0,0,646,0,0,0,0,6,1,0.0,0,0,1,1,0,0,1,0,0
1813,5,1328,0,1,1,1.0,50.0,1,1950,0,5,0,0,560,0,0,0,0,6,1,384.0,0,0,0,0,12,1,0,0,0
1814,4,861,0,1,1,2.0,62.0,1,1920,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,0,0,1,0,0
1815,2,612,0,0,1,1.0,50.0,1,1940,0,4,0,0,0,0,0,0,0,4,1,0.0,0,0,1,1,0,1,0,0,0
1816,5,792,0,1,1,1.0,60.0,1,1923,0,3,0,0,0,1,0,1,0,5,1,0.0,0,0,0,0,0,0,1,0,0
1817,4,1510,0,1,1,2.0,60.0,1,1910,0,4,0,0,677,0,0,0,0,7,1,0.0,0,0,1,0,0,0,1,0,0
1818,6,2007,0,1,1,1.0,70.0,1,1900,1,3,0,0,917,0,0,0,0,8,1,0.0,0,0,1,0,235,1,0,0,0
1819,6,1288,0,1,1,1.0,60.0,1,1917,0,3,0,0,624,0,0,0,0,5,1,0.0,0,0,1,0,103,0,1,0,0
1820,4,816,0,1,0,0.0,0.0,1,1910,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,33,0,1,0,0
1821,6,1480,0,1,1,1.0,60.0,1,1920,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,1,0,0,0,1,0,0
1822,6,1521,0,1,1,3.0,60.0,1,1910,0,3,0,0,741,0,0,1,0,8,1,0.0,0,0,0,0,0,0,1,0,0
1823,3,797,0,1,0,0.0,72.0,1,1900,0,2,0,0,0,0,0,0,0,5,1,0.0,0,0,0,1,36,0,1,0,0
1824,6,1432,1,1,0,1.0,0.0,1,1923,0,3,0,0,0,1,0,0,0,6,1,0.0,0,0,1,1,61,1,0,0,0
1825,5,1654,1,1,0,1.0,50.0,1,1930,0,3,0,0,653,0,0,0,0,7,1,0.0,0,0,0,0,60,0,1,0,0
1826,5,1142,0,1,1,1.0,60.0,1,1924,0,3,0,0,320,0,0,0,0,6,1,220.0,0,0,1,0,0,0,1,0,0
1827,5,995,0,1,1,1.0,51.0,1,1925,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,1,0,15,0,1,0,0
1828,5,1582,0,1,1,1.0,51.0,1,1938,0,3,0,0,588,0,0,0,0,6,1,273.0,0,0,1,0,0,1,0,0,0
1829,5,1072,0,1,1,5.0,50.0,1,1925,0,2,0,0,0,0,0,0,0,5,1,134.0,0,0,1,0,0,0,1,0,0
1830,6,1768,0,1,1,2.0,57.0,1,1915,0,3,0,0,720,0,0,1,0,8,1,0.0,0,0,0,0,0,1,0,0,0
1831,7,1944,0,1,1,1.0,68.0,0,1915,0,4,0,0,672,0,0,0,0,8,1,0.0,0,0,1,0,28,0,1,0,0
1832,5,2128,0,1,1,0.0,50.0,1,1922,0,3,0,0,1040,0,0,0,0,11,1,0.0,0,0,1,1,56,0,1,0,0
1833,6,1930,0,1,1,1.0,57.0,1,1927,0,3,0,0,784,0,0,0,0,8,1,522.0,0,0,0,0,0,0,1,0,0
1834,6,1427,0,1,1,1.0,0.0,1,1915,0,3,0,0,686,0,0,0,0,7,1,0.0,0,0,1,0,24,0,1,0,0
1835,7,1864,0,1,1,0.0,41.0,1,1902,0,2,0,0,886,0,0,0,0,9,1,169.0,0,0,1,1,188,0,0,0,0
1836,6,1666,0,1,1,1.0,60.0,1,1927,0,2,0,0,462,0,0,0,0,4,1,0.0,0,0,1,0,0,1,0,0,0
1837,4,892,0,3,1,0.0,86.0,1,1923,0,4,0,0,0,0,0,1,0,5,1,749.0,0,0,0,0,0,0,1,0,0
1838,6,1403,0,5,1,1.0,60.0,1,1915,1,4,0,0,649,0,0,0,0,7,1,276.0,0,0,0,0,0,0,0,0,0
1839,4,704,1,1,0,1.0,50.0,1,1946,0,4,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,1,0,0,0
1840,5,1200,1,1,0,0.0,60.0,1,1987,0,4,0,0,0,0,0,0,0,5,1,1200.0,0,0,0,0,0,0,1,0,0
1841,5,1152,1,1,0,1.0,0.0,1,1978,0,3,0,0,0,0,0,1,0,6,1,1152.0,0,0,0,0,0,0,1,0,0
1842,5,1112,1,1,0,1.0,60.0,1,1934,0,3,0,0,425,0,0,1,0,6,1,0.0,0,0,0,1,0,1,0,0,0
