OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
6,1092,1,1,0,2,75.0,1,1964,0,3,0,0,0,0,0,0,0,6,1,787,0,0,0,0,0,0,1,0,0
5,864,1,1,0,0,67.0,1,1925,0,3,0,0,0,0,0,0,0,5,1,468,0,0,0,1,0,1,0,0,0
6,1212,1,1,0,2,83.0,1,2009,0,3,0,0,0,0,0,1,0,6,1,36,0,0,0,0,22,0,1,0,0
7,1852,0,1,0,2,72.0,1,2009,0,3,0,0,920,0,0,1,1,7,1,822,0,0,0,0,108,0,1,0,0
5,990,1,1,0,2,43.0,1,1995,0,3,0,0,0,0,0,1,0,5,1,716,0,0,0,0,0,0,1,0,0
6,1392,1,1,0,1,0.0,0,1977,0,3,0,0,703,0,0,0,0,6,1,378,0,0,0,0,36,0,1,0,0
5,1236,1,1,0,1,72.0,1,1957,0,3,0,0,0,0,0,0,0,6,1,360,0,0,0,0,0,0,1,0,0
7,1436,1,1,0,2,65.0,1,2004,0,3,0,0,0,0,0,1,0,8,1,946,0,0,0,0,98,0,1,0,0
4,1328,0,1,1,1,57.0,1,1925,0,3,0,0,518,0,0,0,0,8,1,0,0,0,0,1,172,0,1,0,0
7,1954,1,1,0,2,0.0,1,1939,0,4,0,0,817,0,0,0,0,8,1,341,0,0,0,0,119,0,1,0,0
7,1248,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,16,0,0,0,0,0,0,1,0,0
7,1498,1,1,0,2,73.0,1,2006,0,3,0,0,0,0,0,1,0,5,1,0,0,0,0,0,33,0,1,0,0
6,2267,1,1,0,2,0.0,1,2002,0,3,0,0,1257,0,0,1,0,8,1,0,0,0,0,0,46,0,1,1,0
6,1552,1,1,0,2,85.0,1,1975,0,3,0,0,741,0,0,0,0,6,1,550,0,0,0,0,208,0,1,0,0
4,864,1,2,0,2,70.0,1,1971,0,3,0,0,0,0,0,0,0,4,1,524,0,0,0,0,0,0,1,0,0
10,2392,1,1,0,3,103.0,1,2003,0,3,0,0,0,0,0,1,0,8,1,56,0,0,0,0,105,0,1,0,0
5,1302,0,1,1,1,21.0,1,1971,0,3,0,0,672,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
7,2520,1,1,0,3,82.0,1,1995,0,3,0,0,1306,0,0,1,0,9,1,565,0,0,0,0,114,0,1,0,0
6,987,0,1,1,1,21.0,1,1970,0,3,0,0,504,0,0,0,0,5,1,321,0,0,0,0,0,0,1,0,0
5,912,1,1,0,1,70.0,1,1967,0,3,0,0,0,0,0,0,0,5,1,842,0,0,0,0,0,0,1,0,0
7,1555,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,16,0,0,0,0,20,0,1,0,0
6,1194,1,1,0,1,73.0,1,1959,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
8,2794,1,1,0,3,174.0,1,1995,0,3,0,0,1304,0,0,1,0,9,1,689,0,0,0,0,146,0,1,0,0
6,987,0,1,1,1,21.0,1,1972,0,3,0,0,504,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
5,894,1,5,0,1,75.0,1,1976,0,3,0,0,0,0,0,0,0,5,1,182,0,0,0,0,0,0,1,0,0
6,1960,1,1,0,2,0.0,1,2002,0,3,0,0,1100,0,0,1,0,8,1,625,0,0,0,0,48,0,1,1,0
6,987,0,1,1,1,21.0,1,1971,0,3,0,0,504,0,0,0,0,5,1,358,0,0,0,0,0,0,1,0,0
7,1414,1,1,0,2,65.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,24,0,0,0,0,105,0,1,0,0
7,1744,1,1,0,2,0.0,1,1993,0,3,0,0,730,0,0,1,0,7,1,402,0,0,0,0,70,0,1,0,0
8,1694,1,1,0,3,93.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,228,0,1,0,0
6,1487,1,1,0,1,52.0,1,1945,0,3,0,0,689,0,0,0,0,7,1,94,0,0,0,0,140,1,0,0,0
8,1566,0,1,0,2,75.0,1,2008,0,3,0,0,0,0,0,1,1,7,1,1078,0,0,0,0,168,0,1,0,0
5,866,0,1,1,0,40.0,1,1945,0,4,0,0,0,0,0,0,0,4,1,329,0,0,0,0,42,0,1,0,0
5,1440,0,1,1,1,63.0,1,1900,0,3,0,0,551,0,0,0,0,6,1,0,0,0,1,1,0,1,0,0,0
6,1217,1,1,0,1,75.0,1,1980,0,3,0,0,591,0,0,0,0,6,1,0,0,0,0,0,28,0,1,0,0
7,2110,1,1,0,2,0.0,1,1994,0,3,0,0,888,0,0,1,0,8,1,695,0,0,0,0,130,0,1,0,0
7,1872,1,1,0,2,80.0,1,1988,0,3,0,0,0,0,0,0,0,6,1,929,0,0,0,0,39,0,1,0,0
6,1928,0,1,1,1,69.0,1,1910,0,2,0,0,1020,0,0,0,0,9,1,0,0,0,0,1,60,0,0,0,0
6,1375,1,1,0,2,75.0,1,1954,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,30,0,1,0,0
7,1668,1,1,0,2,72.0,1,2003,0,3,0,0,828,0,0,1,0,8,1,0,0,0,0,0,68,0,1,0,0
6,2144,1,1,0,2,0.0,0,1958,0,3,1,0,700,0,0,0,0,7,1,697,0,0,0,0,98,0,1,0,0
3,1306,1,1,0,0,55.0,0,1940,0,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
8,1625,0,1,1,2,44.0,1,2006,0,3,0,0,0,0,0,1,0,5,1,1573,0,0,0,0,0,0,1,0,0
6,1640,1,1,0,2,65.0,1,2004,0,3,0,0,842,0,0,1,0,6,1,0,0,0,0,0,45,0,1,0,0
6,1302,1,5,0,1,85.0,1,1964,0,3,0,0,0,0,0,0,0,7,1,270,0,0,0,0,0,0,1,0,0
5,1314,1,1,0,1,70.0,1,1957,0,4,0,0,0,0,0,0,0,5,1,922,0,0,0,0,0,0,1,0,0
7,2291,1,1,0,2,66.0,1,1999,0,3,0,0,1286,0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,0
6,1728,0,1,0,2,64.0,1,2003,0,3,0,0,864,0,0,1,1,7,1,503,0,0,0,0,56,0,1,0,0
7,1604,1,1,0,2,68.0,1,2006,0,3,0,0,0,0,0,1,0,8,1,1334,0,0,0,0,110,0,1,0,0
7,1792,1,1,0,2,80.0,1,2001,0,3,0,0,829,0,0,1,0,7,1,361,0,0,0,0,96,0,1,0,0
5,882,0,0,1,1,70.0,1,1956,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,45,1,0,0,0
6,1382,1,5,0,2,120.0,1,1962,1,3,0,0,0,1,0,0,0,6,1,672,0,0,0,0,0,0,1,0,0
8,2574,1,1,0,3,69.0,1,2007,0,3,0,0,1092,0,0,1,0,10,1,0,0,0,0,0,148,0,1,0,0
6,1212,1,1,0,2,88.0,1,1977,0,3,0,0,0,1,0,0,0,6,1,506,0,0,0,0,12,0,1,0,0
5,1316,0,5,1,2,50.0,1,1929,0,3,0,0,0,0,0,0,0,6,1,234,0,0,1,0,0,0,1,0,0
5,764,0,1,1,2,30.0,1,1925,1,3,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0
6,1422,1,2,0,2,78.0,1,1981,0,4,0,0,0,0,0,0,0,7,1,588,0,0,0,0,0,0,1,0,0
6,1511,1,1,0,2,70.0,1,1997,0,3,0,0,709,0,0,1,0,8,1,714,0,0,0,0,75,0,1,1,0
5,2192,1,1,0,1,60.0,1,1939,0,3,0,0,720,0,0,1,0,8,1,378,0,0,0,0,24,0,1,0,0
5,778,0,3,1,1,71.0,1,1940,0,3,0,0,0,0,0,0,0,4,1,403,0,0,0,0,25,0,1,0,0
6,1113,1,1,0,1,0.0,1,1976,0,4,0,0,0,0,0,0,0,6,1,751,0,0,0,0,30,0,1,0,0
8,1939,0,1,0,3,84.0,1,2006,0,3,0,0,844,0,0,1,1,8,1,0,0,0,0,0,51,0,1,0,0
7,1363,1,6,0,2,73.0,1,1954,0,3,1,0,0,0,0,0,0,5,1,226,0,0,0,0,0,0,1,0,0
8,2270,1,1,0,3,92.0,1,1999,0,3,0,0,1106,0,0,1,0,9,1,524,0,0,0,0,57,0,1,0,0
6,1632,1,2,0,1,80.0,1,1958,0,3,0,0,0,0,0,0,0,6,1,620,0,0,0,0,0,0,1,0,0
5,816,1,1,0,1,76.0,1,1982,0,3,0,0,0,0,0,0,0,5,1,546,0,0,0,0,0,0,1,0,0
7,1548,1,1,0,2,55.0,1,1925,0,4,0,0,596,0,0,0,0,5,1,0,0,0,1,1,0,0,1,0,0
7,1560,1,1,0,2,129.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,150,0,1,0,0
4,864,1,1,0,2,140.0,1,1951,0,3,0,0,0,0,0,0,0,4,1,120,0,0,0,0,0,0,1,1,0
9,2121,1,1,0,3,107.0,1,2006,0,3,0,0,0,0,0,1,0,8,1,0,0,0,0,0,98,0,1,0,0
7,2022,1,1,0,2,83.0,1,1977,0,3,0,0,866,0,0,0,0,8,1,392,0,0,0,0,117,0,1,0,0
7,1982,1,1,0,2,82.0,1,1989,0,3,0,0,807,0,0,0,0,7,1,421,0,0,0,0,84,0,1,0,0
6,1262,0,1,0,2,60.0,1,2006,0,3,0,0,0,0,0,1,1,5,1,905,0,0,0,0,120,0,1,0,0
7,1314,1,1,0,2,34.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,904,0,0,0,0,62,0,1,0,0
8,1468,1,1,0,3,74.0,1,2008,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,150,0,1,0,0
6,1575,1,1,0,2,50.0,1,1992,0,3,0,0,0,0,0,1,0,5,1,430,0,0,0,0,0,0,1,0,0
7,1250,0,1,0,2,35.0,1,2006,0,3,0,0,625,0,0,1,1,5,1,0,0,0,0,0,54,0,1,0,0
6,1734,1,1,0,2,77.0,1,1962,0,3,0,0,649,0,0,0,0,7,1,600,0,0,0,0,0,0,1,0,0
4,858,1,1,0,0,0.0,1,1971,0,3,0,0,0,0,0,0,0,5,1,614,0,0,0,0,0,0,1,0,0
5,900,1,1,0,1,0.0,1,1967,0,4,0,0,0,0,0,0,0,5,1,450,0,0,0,0,0,0,1,0,0
6,1396,1,1,0,1,60.0,1,1915,0,3,0,0,698,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0
8,1919,1,1,0,2,120.0,1,2006,0,3,0,0,840,0,0,1,0,8,1,0,0,0,0,0,51,0,1,0,0
5,1716,1,1,0,0,55.0,1,1912,0,2,0,0,780,0,0,1,0,9,1,210,0,0,0,1,184,0,1,0,0
5,1716,1,1,0,1,60.0,1,1949,0,3,0,0,568,0,0,0,0,8,1,292,0,0,0,0,0,0,1,0,0
7,2263,1,1,0,2,0.0,1,1977,0,3,0,0,795,0,0,0,0,9,1,795,0,0,0,0,250,0,1,0,0
6,1644,1,1,0,2,80.0,1,1953,0,3,0,0,0,0,0,0,0,7,1,1285,0,0,0,0,0,0,1,0,0
6,1003,1,1,0,2,37.0,1,1984,0,3,0,0,0,0,0,0,0,6,1,819,0,0,0,0,0,0,1,0,0
5,1558,0,1,1,1,75.0,1,1950,0,3,0,0,648,0,0,0,0,6,1,420,0,0,0,0,0,1,0,0,0
7,1950,0,1,0,2,66.0,1,1997,0,3,0,0,975,0,0,1,1,7,1,649,0,0,0,0,10,0,1,0,0
6,1743,1,3,0,2,90.0,1,1968,0,3,0,0,702,0,0,0,0,7,1,384,0,0,0,0,0,0,1,0,0
6,1152,1,1,0,1,80.0,1,1950,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,36,0,1,0,0
5,1336,1,1,0,1,90.0,1,1953,0,3,0,0,0,0,0,0,0,5,1,841,0,0,0,0,0,0,1,0,0
8,2452,1,1,0,2,66.0,1,1998,0,3,0,0,1242,0,0,1,0,9,1,281,0,0,0,0,50,0,1,0,0
7,1541,1,1,0,3,118.0,1,2001,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,81,0,1,0,0
5,894,1,1,0,2,70.0,1,1972,0,3,0,0,0,1,0,1,0,5,1,894,0,0,0,0,0,0,1,0,0
7,3493,0,1,1,3,87.0,1,1880,0,3,0,0,1818,0,0,0,0,10,1,0,0,0,1,0,0,0,1,0,0
8,2000,1,1,0,3,80.0,1,2004,0,3,0,0,0,0,0,1,0,8,1,1464,0,0,0,0,0,0,1,0,0
7,2243,1,1,0,3,116.0,1,1990,0,3,0,0,1121,0,0,0,0,8,1,700,0,0,0,0,44,0,1,0,0
6,1406,0,1,1,0,0.0,1,1920,1,2,0,0,371,0,0,0,0,6,1,0,0,0,0,0,144,1,0,0,0
4,861,1,1,0,2,0.0,1,1940,0,3,0,0,0,0,0,0,0,4,1,262,0,0,0,0,0,0,1,0,0
9,1944,1,1,0,3,90.0,1,2003,0,3,0,0,0,0,0,1,0,8,1,1274,0,0,0,0,175,0,1,0,0
6,1501,1,1,0,2,0.0,1,1993,0,3,0,0,804,0,0,1,0,6,1,518,0,0,0,0,63,0,1,1,0
6,972,1,1,0,1,50.0,1,1948,0,4,0,0,0,0,0,0,0,5,1,680,0,0,0,0,0,0,1,0,0
5,1118,0,1,1,2,65.0,1,1939,1,3,0,0,325,0,0,0,0,5,1,507,0,0,0,0,0,0,1,0,0
7,2036,1,3,0,2,150.0,1,1965,0,3,1,0,0,0,0,0,0,8,1,1236,0,0,0,0,0,0,1,0,0
7,1641,0,1,1,2,60.0,1,1925,0,3,0,0,809,0,0,0,0,6,1,16,0,0,1,0,0,0,1,0,0
7,1432,1,1,0,2,71.0,1,2004,0,3,0,0,716,0,0,1,0,6,1,425,0,0,0,0,51,0,1,1,0
7,2353,1,1,0,2,94.0,1,1980,0,3,0,0,1200,0,0,0,0,10,1,692,0,0,0,0,195,0,1,0,0
8,1959,0,1,0,3,75.0,1,2006,0,3,0,0,871,0,0,1,1,8,1,0,0,0,0,0,46,0,1,0,0
7,2646,1,1,0,3,90.0,1,1993,0,3,0,0,1274,0,0,1,0,9,1,987,0,0,0,0,60,0,1,0,0
7,1472,1,1,0,2,0.0,1,1980,0,3,0,0,0,0,0,0,0,6,1,1036,0,0,0,0,48,0,1,0,0
9,2596,1,1,0,3,111.0,1,2006,0,3,0,0,1347,0,0,1,0,9,1,0,0,0,0,0,154,0,1,0,0
8,2468,1,1,0,3,99.0,1,2004,0,3,0,0,1332,0,0,1,0,10,1,970,0,0,0,0,154,0,1,0,0
7,2730,1,5,0,2,86.0,1,1986,0,3,0,0,1177,0,0,0,0,8,1,28,0,0,0,0,96,0,1,0,0
3,1163,0,1,1,1,49.0,1,1955,0,4,0,0,0,0,0,0,0,6,1,256,0,0,0,0,98,0,1,0,0
7,2978,1,1,0,2,96.0,1,1967,0,4,0,1,1080,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0
5,803,0,1,1,2,50.0,1,1941,0,3,0,0,0,0,0,0,0,5,1,116,0,0,0,1,0,0,0,0,0
8,1719,1,1,0,2,32.0,1,1993,0,3,0,0,0,0,0,1,0,6,1,1619,0,0,0,0,30,0,1,0,0
6,1383,1,1,0,1,80.0,1,1960,0,3,0,0,0,0,0,0,0,7,1,565,0,0,0,0,45,0,1,0,0
6,2134,1,1,0,2,0.0,1,1916,0,3,0,1,689,0,0,0,0,10,1,0,0,0,1,1,60,1,0,0,0
5,1192,0,1,1,1,60.0,1,1920,0,3,0,0,596,1,0,1,0,6,1,0,0,0,0,1,0,0,1,0,0
5,1728,1,3,0,1,0.0,1,1964,0,3,0,0,0,0,0,0,0,10,1,40,0,0,0,0,0,0,1,0,0
5,1056,1,1,0,1,70.0,1,1958,0,3,0,0,0,0,0,0,0,6,1,846,0,0,0,0,0,0,1,0,0
8,1629,1,0,0,3,85.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,1124,0,0,0,0,0,0,1,0,0
7,1358,0,1,1,2,59.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,720,0,1,0,0,30,0,1,0,0
6,1638,1,1,0,2,59.0,1,1998,0,3,0,0,695,0,0,1,0,7,1,828,0,0,0,0,38,0,1,1,0
5,1786,1,4,0,2,0.0,0,1965,0,3,1,0,167,0,0,0,0,7,1,1249,0,0,0,0,0,0,1,0,0
9,1922,1,1,0,3,86.0,1,2005,0,3,0,0,0,0,0,1,0,8,1,1249,0,0,0,0,51,0,1,0,0
7,1536,1,1,0,2,70.0,1,2002,0,3,0,0,0,0,0,1,0,7,1,810,0,0,0,0,74,0,1,0,0
7,1621,1,1,0,2,91.0,0,1984,0,3,0,0,0,0,0,0,0,8,1,213,0,0,0,0,45,0,1,0,0
6,1215,1,1,0,1,66.0,1,1958,0,3,0,0,0,0,0,0,0,6,1,585,0,0,0,0,0,1,0,0,0
8,1908,1,1,0,2,85.0,1,2002,0,3,0,0,915,0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0
4,841,0,1,0,1,60.0,1,1950,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0
3,1040,1,0,0,2,0.0,1,1949,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0
9,1684,1,1,0,2,63.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,28,0,0,0,0,72,0,1,0,0
5,1112,0,4,1,1,36.0,1,1976,0,3,0,0,576,0,0,0,0,4,1,129,0,0,0,0,0,0,1,0,0
6,1577,1,1,0,1,65.0,1,1939,0,3,0,0,605,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0
6,958,1,1,0,1,0.0,0,1960,0,4,0,0,0,0,0,0,0,5,1,498,0,0,0,0,0,0,1,0,0
6,1478,1,1,0,2,0.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,1270,0,0,0,0,40,1,0,0,0
7,1626,1,1,0,2,36.0,1,2003,0,3,0,0,862,0,0,1,0,6,1,573,0,0,0,0,27,0,1,0,0
9,2728,1,1,0,3,56.0,1,2005,0,3,0,0,880,0,0,1,0,10,1,1410,0,0,0,0,0,0,1,0,0
9,1869,1,1,0,2,68.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,54,0,1,0,0
7,1453,1,1,0,2,0.0,1,1986,0,3,0,0,0,0,0,1,0,6,1,1082,0,0,0,0,80,0,1,0,0
5,1111,1,3,0,1,60.0,1,1941,1,3,0,0,495,0,0,0,0,5,1,236,0,0,0,1,0,0,1,0,0
6,720,0,1,1,2,60.0,1,1928,0,4,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0
6,1595,1,1,0,1,60.0,1,1940,0,3,0,0,403,0,0,0,0,6,1,388,0,0,0,0,0,0,1,0,0
6,1200,1,4,0,2,105.0,1,1995,0,4,0,0,0,0,0,1,0,6,1,334,0,0,0,0,26,0,1,0,0
6,1167,1,1,0,2,0.0,1,1992,0,3,0,0,0,0,0,1,0,6,1,560,0,0,0,0,26,0,1,1,0
5,1142,0,1,1,2,44.0,1,1976,0,3,0,0,0,0,0,1,0,6,1,874,0,0,0,0,90,0,1,0,0
5,1352,1,3,0,1,92.0,1,1958,0,3,0,0,0,0,0,0,0,6,1,300,0,0,0,0,0,0,0,0,0
8,1924,1,1,0,2,78.0,1,1998,0,3,0,0,838,0,0,1,0,7,1,956,0,0,0,0,75,0,1,0,0
6,912,1,1,0,2,0.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,773,0,0,0,0,0,0,1,0,0
5,1505,1,1,0,1,0.0,1,1940,0,3,0,0,517,0,0,0,0,8,1,399,0,0,0,0,0,0,1,0,0
7,1922,1,0,0,2,64.0,1,2003,0,3,0,0,1427,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
6,987,0,1,1,1,21.0,1,1972,0,3,0,0,504,0,0,0,0,5,1,162,0,0,0,0,0,0,1,0,0
6,1574,1,1,0,2,0.0,1,1976,0,3,0,0,784,0,0,1,0,6,1,712,0,0,0,0,111,0,1,0,0
5,1344,0,1,1,1,59.0,1,1920,0,4,0,0,672,0,0,0,0,6,1,456,0,0,0,0,128,1,0,0,0
6,1394,1,1,0,2,0.0,1,1963,0,3,0,0,0,0,0,0,0,6,1,609,0,0,0,0,76,0,1,0,0
6,1431,1,1,0,1,101.0,1,1962,0,3,0,0,0,0,0,0,0,6,1,371,0,0,0,0,110,0,1,0,0
5,1268,1,1,0,1,78.0,1,1954,0,3,0,0,0,0,0,1,0,7,1,540,0,0,0,0,98,0,1,0,0
5,1287,1,3,0,2,0.0,1,1959,0,4,0,0,0,0,0,0,0,7,1,72,0,0,0,0,17,0,1,0,0
6,1664,1,1,0,2,0.0,1,2000,0,3,0,0,711,0,0,1,0,7,1,0,0,0,0,0,40,0,1,1,0
4,1588,1,0,0,2,80.0,1,1959,0,3,0,0,468,0,0,0,0,7,1,0,0,0,0,0,59,0,1,0,0
6,752,1,2,0,1,50.0,1,1984,0,3,0,0,0,0,0,0,0,4,1,623,0,0,0,0,0,0,1,0,0
5,1319,1,2,0,1,79.0,1,1953,0,3,0,0,0,1,0,1,0,5,1,428,0,0,0,0,0,0,1,0,0
7,1928,1,1,0,2,65.0,1,2003,0,3,0,0,1081,0,0,1,0,8,1,0,0,0,0,0,48,0,1,0,0
1,904,1,1,0,0,0.0,1,1922,0,2,1,0,0,0,0,0,0,4,1,350,0,0,1,1,0,1,0,0,0
5,914,1,1,0,2,57.0,1,1996,0,3,0,0,0,0,0,1,0,5,1,298,0,0,0,0,0,0,1,0,0
8,2466,0,1,0,2,102.0,1,2004,0,3,0,0,886,0,0,1,1,8,1,0,0,0,0,0,214,0,1,0,0
9,1856,1,1,0,3,88.0,1,2010,0,3,0,0,0,0,0,1,0,8,1,1445,0,0,0,0,0,0,1,0,0
6,1800,1,1,0,2,60.0,1,2000,0,3,0,0,793,0,0,1,0,7,1,0,0,0,0,0,63,0,1,1,0
5,1691,1,1,0,1,50.0,1,1924,0,3,0,0,665,0,0,0,0,6,1,218,0,0,1,0,0,0,1,0,0
7,1301,0,1,0,2,60.0,1,2006,0,3,0,0,0,0,0,1,1,5,1,0,0,0,0,0,121,0,1,0,0
7,1797,1,1,0,2,79.0,1,2006,0,3,0,0,858,0,0,1,0,8,1,0,0,0,0,0,53,0,1,0,0
6,784,0,1,0,2,60.0,1,1928,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,1,0,0,0
6,1953,1,1,0,2,0.0,1,1992,0,3,0,0,874,0,0,1,0,9,1,985,0,0,0,0,231,0,1,0,0
8,1269,1,1,0,2,43.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,24,0,0,0,0,20,0,1,0,0
5,1184,1,1,0,0,58.0,1,1910,0,2,0,0,526,0,0,1,0,8,1,0,0,0,0,0,151,0,1,0,0
6,1125,1,1,0,1,72.0,1,1976,0,3,0,0,0,1,0,0,0,6,1,631,0,0,0,0,0,0,1,0,0
7,1479,1,1,0,2,93.0,1,1999,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,25,0,1,0,0
10,2332,1,1,0,3,96.0,1,2007,0,3,0,0,590,0,0,1,0,9,1,1280,0,0,0,0,134,0,1,0,0
5,1367,1,4,0,1,50.0,1,1900,0,3,0,0,406,0,0,0,0,7,1,241,0,0,1,0,130,0,1,0,0
6,1961,1,1,0,2,71.0,1,2001,0,3,0,0,1157,0,0,1,0,7,1,690,0,0,0,0,192,0,1,0,0
5,882,1,0,0,1,0.0,0,1959,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
4,788,1,1,0,0,0.0,1,1941,0,3,0,0,0,1,0,0,0,4,1,266,0,0,0,0,0,1,0,0,0
5,1034,1,1,0,1,60.0,1,1940,0,3,0,0,299,0,0,0,0,5,1,0,0,0,0,0,39,1,0,0,0
5,1144,1,1,0,1,68.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,739,0,0,0,0,0,0,1,0,0
5,894,1,1,0,2,60.0,1,1972,0,3,0,0,0,0,0,0,0,6,1,777,0,0,0,0,0,0,1,0,0
5,1812,1,1,0,1,69.0,1,1962,0,3,0,1,936,0,0,0,0,8,1,540,0,0,0,0,168,0,1,0,0
5,1077,0,1,1,1,60.0,1,1920,0,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0
7,1550,0,1,0,2,65.0,1,2006,0,3,0,0,438,0,0,1,1,7,1,812,0,0,0,0,168,0,1,0,0
8,1288,1,1,0,2,38.0,1,1996,0,3,0,0,0,0,0,1,0,4,1,786,0,0,0,0,30,0,1,0,0
7,1310,1,1,0,2,65.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,24,0,0,0,0,0,0,1,0,0
5,672,1,1,0,1,60.0,1,1940,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0
8,2263,1,1,0,2,93.0,1,1998,0,3,0,0,1098,0,0,1,0,10,1,0,0,0,0,0,123,0,1,0,0
6,1572,1,1,0,2,0.0,1,1995,0,3,0,0,766,0,0,1,0,7,1,0,0,0,0,0,40,0,1,1,0
4,1620,1,1,0,2,0.0,1,1976,0,3,0,0,0,1,0,0,0,8,1,1116,0,0,0,0,78,0,1,0,0
6,1639,1,1,0,1,51.0,1,1936,0,3,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,0
6,1680,1,1,0,1,63.0,1,1915,0,3,0,0,840,0,0,0,0,8,1,0,0,0,1,0,0,0,1,0,0
7,2172,1,1,0,3,109.0,1,2006,0,3,0,0,1101,0,0,1,0,9,1,0,0,0,0,0,62,0,1,0,0
8,2078,0,1,0,3,85.0,1,2007,0,3,0,0,1028,0,0,1,1,8,1,789,0,0,0,0,102,0,1,0,0
5,1276,1,1,0,1,68.0,1,1958,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0
5,1056,1,1,0,2,100.0,1,1955,0,3,0,0,0,0,0,0,0,5,1,1056,0,0,0,1,0,0,1,1,0
7,1478,0,1,0,2,0.0,1,2009,0,3,0,0,0,0,0,1,1,7,1,578,0,0,0,0,144,0,1,0,0
5,1028,0,1,1,2,56.0,1,1927,1,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0
7,2097,1,6,0,3,59.0,1,1993,0,3,0,0,1017,0,0,1,0,9,1,50,0,0,0,0,187,0,1,0,0
7,1340,1,1,0,2,73.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,24,0,0,0,0,30,0,1,1,0
6,1400,1,1,0,2,74.0,1,1978,0,3,0,0,728,0,0,0,0,6,1,209,0,0,0,0,0,0,1,0,0
6,2624,1,1,0,3,86.0,1,1918,0,3,0,0,1254,0,0,0,0,10,1,1128,0,0,1,1,0,1,0,0,0
5,1134,1,1,0,1,60.0,1,1940,0,3,0,0,378,0,0,0,0,7,1,312,0,0,1,1,0,0,0,0,0
5,1056,1,1,0,1,65.0,1,1968,0,3,0,0,0,0,0,0,0,6,1,775,0,0,0,0,85,0,1,0,0
7,1344,0,1,1,4,78.0,1,1997,0,4,0,0,0,0,0,1,0,8,1,1309,0,0,0,0,0,0,1,0,0
6,1602,1,1,0,2,0.0,1,1977,0,3,0,0,0,0,0,0,0,8,1,1246,0,0,0,0,0,0,1,0,0
5,988,1,1,0,2,100.0,1,1954,1,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0
